id,shape,price,carat,cut,color,clarity,report,type
10086429,10,400,0.3,3,1,1,1,2
10016334,3,400,0.31,4,2,2,1,2
9947216,3,400,0.3,4,2,3,1,2
10083437,10,400,0.3,4,2,1,1,2
9946136,3,400,0.3,4,2,2,1,2
10070154,3,410,0.31,4,6,1,1,2
10086507,10,410,0.3,4,1,1,1,2
10083288,10,410,0.3,3,1,1,1,2
10090935,5,410,0.3,4,1,3,1,2
9943628,3,410,0.31,4,2,6,1,2
10055476,10,410,0.3,4,1,2,1,2
10086105,10,410,0.3,3,1,1,1,2
10082791,10,410,0.3,3,2,1,1,2
10084879,10,410,0.3,3,1,1,1,2
10087558,10,410,0.3,3,1,1,1,2
9998192,3,410,0.3,4,2,3,1,2
10083170,10,410,0.3,3,1,2,1,2
10084818,10,410,0.3,3,1,1,1,2
10048801,3,410,0.3,4,6,1,1,2
10018558,3,410,0.3,3,1,4,1,2
10087239,10,410,0.3,3,5,1,1,2
9926525,8,420,0.3,4,4,1,1,2
10085677,10,420,0.33,5,1,1,1,2
10078896,10,420,0.3,3,2,1,1,2
9926562,7,420,0.3,4,2,2,1,2
10084000,10,420,0.3,3,1,1,1,2
10083255,10,420,0.38,3,1,2,1,2
9968964,3,420,0.3,4,1,4,1,2
10086394,10,420,0.3,5,2,1,1,2
9943656,3,420,0.3,4,2,2,1,2
10085531,10,420,0.3,3,1,1,1,2
10085242,10,420,0.33,3,2,1,1,2
10017664,8,420,0.32,4,1,1,1,2
10018977,7,420,0.3,4,2,2,1,2
9997898,5,420,0.3,2,5,2,1,2
10083855,10,420,0.3,3,1,2,1,2
10085658,10,420,0.3,4,2,2,1,2
9946103,3,420,0.3,4,5,1,1,2
10088017,3,420,0.33,4,1,2,1,2
9944355,3,420,0.3,3,4,2,1,2
9944542,3,420,0.3,5,1,4,1,2
9946958,3,420,0.3,4,5,1,1,2
9947491,3,420,0.3,4,5,1,1,2
10084951,10,420,0.3,3,1,2,1,2
9967595,3,420,0.3,4,1,3,1,2
9946002,3,430,0.3,4,3,2,1,2
10010529,3,430,0.3,4,5,1,1,2
10083303,10,430,0.31,5,2,2,1,2
10086230,10,430,0.3,3,2,2,1,2
10082181,10,430,0.3,5,2,1,1,2
10082715,10,430,0.3,4,4,1,1,2
10086414,10,430,0.3,3,1,3,1,2
10021869,3,430,0.3,4,5,1,1,2
10082854,10,430,0.31,5,2,1,1,2
10017659,8,430,0.3,4,6,2,1,2
10021227,10,430,0.3,5,2,2,1,2
10085576,10,430,0.3,5,1,2,1,2
10086541,10,430,0.3,5,1,2,1,2
10086607,10,430,0.3,4,2,2,1,2
10083440,10,430,0.3,5,2,1,1,2
10081905,10,430,0.3,4,1,1,1,2
10083628,10,430,0.3,5,2,1,1,2
10084616,10,430,0.3,3,1,1,1,2
10085191,10,430,0.3,4,1,1,1,2
10086398,10,430,0.32,5,1,1,1,2
10069564,7,430,0.3,2,2,3,1,2
10085647,10,430,0.32,5,1,2,1,2
9943802,3,430,0.3,4,5,1,1,2
10086613,10,430,0.3,3,2,1,1,2
10017866,3,430,0.3,4,5,2,1,2
10035452,10,430,0.3,3,2,2,1,2
9981968,5,430,0.33,4,2,2,1,2
9946479,3,430,0.3,4,5,1,1,2
10061364,5,430,0.3,4,5,1,1,2
10082500,10,430,0.3,5,1,2,1,2
10053036,3,440,0.31,4,7,1,1,2
9989482,3,440,0.3,3,5,2,1,2
10086205,10,440,0.31,4,2,3,1,2
10082162,10,440,0.3,4,1,3,1,2
10084578,10,440,0.3,5,1,2,1,2
10086346,10,440,0.3,3,1,2,1,2
10091308,7,440,0.3,4,2,2,1,2
9928413,8,440,0.3,5,2,2,1,2
9990986,3,440,0.3,5,4,1,1,2
10073135,10,440,0.3,2,3,1,1,2
10086324,10,440,0.31,4,2,3,1,2
10082566,10,440,0.3,3,5,1,1,2
10082795,10,440,0.3,4,3,1,1,2
10083928,10,440,0.3,3,1,2,1,2
10083162,10,440,0.3,4,2,1,1,2
10084180,10,440,0.3,5,3,1,1,2
10080402,10,440,0.3,2,2,3,1,2
10048724,3,440,0.3,4,5,2,1,2
9909069,10,440,0.3,2,3,2,1,2
10000634,10,440,0.3,3,2,3,1,2
10083476,10,440,0.3,5,2,3,1,2
10084896,10,440,0.3,5,2,2,1,2
10086764,10,440,0.3,5,2,1,1,2
10082433,10,440,0.3,3,2,2,1,2
10083849,10,440,0.3,5,1,1,1,2
9968988,3,440,0.3,3,5,2,1,2
9957272,3,440,0.3,4,4,2,1,2
10010687,8,440,0.3,4,2,4,1,2
10086104,10,440,0.3,3,4,1,1,2
10084788,10,440,0.33,4,1,2,1,2
10082121,10,440,0.3,4,5,1,1,2
10085645,10,440,0.3,3,1,3,1,2
9973964,7,440,0.3,4,1,3,1,2
10086243,10,440,0.3,5,1,1,1,2
10090742,3,440,0.31,4,1,4,1,2
9943254,3,450,0.3,4,6,1,1,2
9926324,5,450,0.31,4,2,3,1,2
9998051,3,450,0.3,4,2,4,1,2
9926330,5,450,0.3,3,5,2,1,2
10083105,10,450,0.32,5,1,3,1,2
10086464,10,450,0.3,5,1,3,1,2
10082707,10,450,0.3,3,5,1,1,2
10083633,10,450,0.31,5,1,3,1,2
10083837,10,450,0.3,3,6,1,1,2
10082919,10,450,0.3,4,1,1,1,2
10082558,10,450,0.3,3,2,2,1,2
9928575,8,450,0.3,4,1,6,1,2
9946466,3,450,0.3,4,6,1,1,2
10061044,3,450,0.3,5,2,3,1,2
10061739,10,450,0.3,3,1,3,1,2
10084607,10,450,0.3,3,3,2,1,2
10082925,10,450,0.31,4,2,3,1,2
10084382,10,450,0.3,3,6,1,1,2
10082044,10,450,0.3,5,2,3,1,2
10082670,10,450,0.31,5,5,1,1,2
10086257,10,450,0.3,3,1,2,1,2
10082830,10,450,0.3,5,1,2,1,2
10083103,10,450,0.3,5,1,2,1,2
10022198,7,450,0.3,3,2,4,1,2
9927934,7,450,0.3,4,2,2,1,2
10027538,10,450,0.31,5,1,1,1,2
10063065,10,450,0.3,4,1,2,1,2
10061039,7,450,0.33,4,2,2,1,2
10010990,3,450,0.32,4,2,2,1,2
10083605,10,450,0.3,4,1,1,1,2
10082891,10,450,0.3,5,2,1,1,2
10083439,10,450,0.31,4,1,6,1,2
10086601,10,450,0.3,5,1,1,1,2
10086748,10,450,0.3,5,2,2,1,2
10084980,10,450,0.3,5,2,2,1,2
10084285,10,450,0.3,3,1,2,1,2
10086206,10,450,0.3,3,1,1,1,2
10085674,10,450,0.3,4,6,1,1,2
10086650,10,450,0.3,3,2,1,1,2
10086497,10,450,0.3,4,1,2,1,2
10086426,10,450,0.3,4,1,1,1,2
10083097,10,450,0.3,4,2,1,1,2
9947097,3,450,0.3,4,2,5,1,2
10079247,3,450,0.3,4,2,6,1,2
10022703,3,450,0.3,4,4,2,1,2
9947688,3,450,0.34,4,3,2,1,2
10001730,3,450,0.3,4,2,4,1,2
9926827,5,450,0.3,4,4,2,1,2
9964206,3,450,0.3,4,2,2,1,2
10085768,10,450,0.3,3,2,2,1,2
10083553,10,450,0.3,4,1,4,1,2
10085650,10,450,0.33,5,1,2,1,2
10085263,10,450,0.3,3,2,2,1,2
10083491,10,450,0.32,4,2,3,1,2
10082913,10,450,0.3,5,1,1,1,2
10084613,10,450,0.3,3,3,2,1,2
10085086,10,450,0.3,3,2,1,1,2
10085338,10,450,0.3,5,1,4,1,2
10082730,10,450,0.3,4,2,2,1,2
10082136,10,450,0.3,3,1,2,1,2
9968560,3,450,0.3,3,4,2,1,2
9927219,7,450,0.3,4,3,2,1,2
10027789,3,450,0.32,4,2,2,1,2
9946196,3,450,0.3,4,2,4,1,2
10085851,10,450,0.31,5,2,2,1,2
10084376,10,450,0.31,5,3,2,1,2
10082545,10,450,0.31,5,3,1,1,2
10082991,10,450,0.3,3,5,1,1,2
10086362,10,450,0.3,5,2,1,1,2
10084464,10,450,0.34,5,1,1,1,2
10082844,10,450,0.33,4,2,1,1,2
10086234,10,450,0.31,3,1,1,1,2
9972704,3,450,0.3,5,5,1,1,2
9878088,8,460,0.3,4,3,3,1,2
9947648,3,460,0.3,4,4,2,1,2
10063113,7,460,0.3,4,1,5,1,2
9964074,10,460,0.3,4,1,2,1,2
10083205,10,460,0.31,5,3,2,1,2
10086554,10,460,0.31,3,3,2,1,2
10087220,10,460,0.32,5,3,1,1,2
10086626,10,460,0.3,5,1,1,1,2
10086614,10,460,0.3,3,4,1,1,2
10082466,10,460,0.3,3,1,4,1,2
9927875,7,460,0.3,4,2,4,1,2
9928538,8,460,0.3,4,5,1,1,2
9981984,10,460,0.3,4,1,2,1,2
10028167,3,460,0.3,4,7,1,1,2
9926638,5,460,0.3,3,2,6,1,2
10063014,10,460,0.3,3,1,3,1,2
10065765,3,460,0.3,4,4,2,1,2
9947638,3,460,0.3,4,2,3,1,2
10000690,10,460,0.31,5,2,3,1,2
10083181,10,460,0.31,5,2,3,1,2
10081956,10,460,0.31,4,5,1,1,2
10083721,10,460,0.3,4,6,1,1,2
10084273,10,460,0.3,3,2,1,1,2
10081906,10,460,0.3,3,5,1,1,2
10082453,10,460,0.35,5,1,2,1,2
10086706,10,460,0.3,3,1,4,1,2
10016982,7,460,0.32,4,2,2,1,2
9997035,7,460,0.3,3,5,1,1,2
9927143,7,460,0.3,3,5,1,1,2
9943590,3,460,0.35,4,4,1,1,2
10000568,10,460,0.3,5,2,3,1,2
10082801,10,460,0.3,5,1,4,1,2
10083822,10,460,0.33,4,1,1,1,2
10085965,10,460,0.32,4,1,2,1,2
10086258,10,460,0.33,5,2,1,1,2
10085699,10,460,0.3,5,3,2,1,2
10088197,10,460,0.3,3,1,2,1,2
10001793,3,460,0.34,4,2,3,1,2
10069714,5,460,0.3,3,2,5,1,2
10082257,10,460,0.31,5,1,4,1,2
10086106,10,460,0.3,5,4,1,1,2
10085782,10,460,0.33,5,1,1,1,2
10086427,10,460,0.3,4,6,1,1,2
10086361,10,460,0.3,3,5,1,1,2
10082960,10,460,0.3,5,1,2,1,2
10082568,10,460,0.3,4,3,2,1,2
10082066,10,460,0.3,3,2,2,1,2
9972834,7,460,0.3,3,5,1,1,2
9829452,8,460,0.26,3,4,4,1,2
9943886,3,460,0.3,5,2,4,1,2
9964271,3,460,0.3,4,6,2,1,2
9945930,3,460,0.33,4,2,2,1,2
10000654,10,460,0.3,4,2,3,1,2
10086094,10,460,0.37,5,1,1,1,2
10084693,10,460,0.31,5,1,1,1,2
10083600,10,460,0.3,5,1,1,1,2
10082933,10,460,0.3,5,2,2,1,2
10083214,10,460,0.3,3,4,2,1,2
10086591,10,460,0.3,4,2,6,1,2
10086261,10,460,0.3,5,1,1,1,2
10086166,10,460,0.31,5,1,2,1,2
10081899,10,460,0.3,5,1,1,1,2
9878266,8,470,0.25,3,6,3,1,2
9927697,7,470,0.32,4,4,1,1,2
9928690,7,470,0.3,2,6,1,1,2
9944285,3,470,0.32,4,6,2,1,2
10027972,7,470,0.3,4,2,3,1,2
9947114,3,470,0.33,4,2,2,1,2
10082451,10,470,0.25,5,5,2,1,2
10085460,10,470,0.3,3,1,4,1,2
10086397,10,470,0.34,5,1,3,1,2
10086640,10,470,0.35,4,1,1,1,2
10085982,10,470,0.3,3,4,1,1,2
10085396,10,470,0.32,4,1,1,1,2
10083398,10,470,0.3,5,2,2,1,2
10083466,10,470,0.3,3,4,1,1,2
10048816,7,470,0.3,2,3,2,1,2
10022220,5,470,0.3,4,5,2,1,2
9877558,8,470,0.25,2,5,4,1,2
10028372,10,470,0.3,4,1,1,1,2
10067431,10,470,0.25,4,5,3,1,2
10046600,10,470,0.3,2,6,1,1,2
10086433,10,470,0.3,3,1,4,1,2
10082236,10,470,0.34,3,1,3,1,2
10083562,10,470,0.3,5,3,2,1,2
10085047,10,470,0.3,3,4,1,1,2
10086183,10,470,0.25,5,3,3,1,2
10084519,10,470,0.3,3,4,1,1,2
10086585,10,470,0.3,5,2,2,1,2
10082671,10,470,0.38,4,1,1,1,2
9969063,8,470,0.3,4,2,4,1,2
10086146,10,470,0.3,3,1,3,1,2
9878139,8,470,0.25,4,5,4,1,2
9925932,7,470,0.32,4,2,3,1,2
9926207,7,470,0.3,4,2,5,1,2
10027810,3,470,0.3,3,3,2,1,2
9997034,8,470,0.31,4,2,1,1,2
10086245,10,470,0.3,4,2,4,1,2
10085097,10,470,0.3,3,2,3,1,2
10085797,10,470,0.37,5,1,2,1,2
10083582,10,470,0.32,4,3,2,1,2
10086396,10,470,0.3,5,1,4,1,2
10086381,10,470,0.3,3,3,1,1,2
10082631,10,470,0.3,4,2,1,1,2
9925764,8,470,0.3,4,6,2,1,2
10085774,10,470,0.34,4,1,1,1,2
10016796,3,470,0.3,4,6,1,1,2
10079325,3,470,0.3,4,2,2,1,2
10091366,3,470,0.3,4,2,4,1,2
9925401,7,470,0.31,4,2,6,1,2
9903246,10,470,0.31,3,2,3,1,2
9904454,10,470,0.25,5,2,6,1,2
10053297,3,470,0.3,4,7,1,1,2
9947590,3,470,0.3,4,3,2,1,2
10002303,10,470,0.3,5,1,1,1,2
9926512,7,470,0.3,4,3,2,1,2
10067349,7,470,0.3,4,2,4,1,2
10073484,10,470,0.3,2,5,2,1,2
9944950,3,470,0.3,4,5,2,1,2
9925553,7,470,0.3,4,3,3,1,2
9964002,10,470,0.3,3,1,4,1,2
10000499,10,470,0.3,5,2,3,1,2
10082387,10,470,0.3,3,5,1,1,2
10086700,10,470,0.31,5,1,2,1,2
10086408,10,470,0.3,5,1,3,1,2
10083543,10,470,0.3,5,1,1,1,2
9931183,7,470,0.3,4,5,2,1,2
10088199,3,470,0.3,4,2,7,1,2
10028754,3,470,0.37,4,2,2,1,2
9947596,3,470,0.3,4,2,3,1,2
9947221,3,470,0.3,4,4,2,1,2
9946031,3,470,0.3,4,6,2,1,2
10061698,7,470,0.3,4,3,3,1,2
10072410,10,470,0.3,3,2,1,1,2
10084150,10,470,0.3,3,6,1,1,2
10083907,10,470,0.31,3,5,1,1,2
10084147,10,470,0.33,5,1,3,1,2
10086054,10,470,0.3,3,5,2,1,2
10084107,10,470,0.3,3,6,1,1,2
10086090,10,470,0.31,5,1,3,1,2
10086447,10,470,0.3,5,4,2,1,2
10085880,10,470,0.3,5,1,2,1,2
10086065,10,470,0.3,4,5,1,1,2
10086313,10,470,0.3,5,4,1,1,2
10086210,10,470,0.3,5,3,2,1,2
9878785,8,480,0.3,4,4,2,1,2
9878429,8,480,0.3,4,4,2,1,2
9878364,8,480,0.3,3,4,2,1,2
9830220,8,480,0.3,4,4,2,1,2
9829339,8,480,0.3,4,4,2,1,2
9828699,8,480,0.28,4,6,3,1,2
9828099,8,480,0.3,4,4,2,1,2
10027544,3,480,0.3,4,4,2,1,2
9947520,3,480,0.37,5,1,4,1,2
10053268,10,480,0.3,3,2,1,1,2
10067466,10,480,0.3,3,2,4,1,2
10085487,10,480,0.31,5,3,1,1,2
10084258,10,480,0.3,3,6,1,1,2
10082086,10,480,0.32,5,1,4,1,2
10084831,10,480,0.3,5,2,3,1,2
10083824,10,480,0.31,3,4,1,1,2
10085535,10,480,0.31,5,1,4,1,2
10082958,10,480,0.3,3,1,5,1,2
10082168,10,480,0.3,4,2,3,1,2
9973882,7,480,0.3,4,4,1,1,2
10083474,10,480,0.3,5,3,1,1,2
10022059,3,480,0.3,4,3,3,1,2
9794178,5,480,0.3,4,5,1,1,2
10087528,5,480,0.3,4,4,2,1,2
9878747,8,480,0.3,4,6,1,1,2
9878622,8,480,0.3,3,4,4,1,2
9878316,8,480,0.28,3,4,3,1,2
9878273,8,480,0.3,3,4,2,1,2
9829842,8,480,0.3,4,4,2,1,2
9829705,8,480,0.25,4,7,3,1,2
9828735,8,480,0.3,4,4,2,1,2
9828086,8,480,0.3,3,4,2,1,2
9904382,10,480,0.32,3,3,1,1,2
9947635,3,480,0.34,4,2,3,1,2
10053093,3,480,0.32,4,2,3,1,2
9946296,3,480,0.31,5,5,2,1,2
9927423,8,480,0.3,4,2,4,1,2
9947332,5,480,0.3,3,5,2,1,2
9946023,8,480,0.31,4,2,3,1,2
10069539,10,480,0.31,4,3,1,1,2
9946227,3,480,0.31,4,3,2,1,2
10000670,10,480,0.3,5,2,4,1,2
10073109,7,480,0.3,4,3,2,1,2
10082472,10,480,0.33,5,2,2,1,2
10085547,10,480,0.25,4,5,2,1,2
10082258,10,480,0.34,4,1,2,1,2
10086074,10,480,0.3,5,2,6,1,2
10085822,10,480,0.32,5,1,3,1,2
10086538,10,480,0.35,5,2,1,1,2
10081917,10,480,0.31,5,2,2,1,2
9944511,3,480,0.3,4,7,1,1,2
10082098,10,480,0.3,5,3,1,1,2
9751144,4,480,0.3,3,3,1,1,2
10073515,10,480,0.3,2,6,1,1,2
9878637,8,480,0.3,4,3,5,1,2
9878549,8,480,0.3,3,4,2,1,2
9877724,8,480,0.3,2,4,3,1,2
9829576,8,480,0.3,3,4,4,1,2
9828876,8,480,0.25,4,6,3,1,2
9925423,7,480,0.31,3,6,1,1,2
9997135,8,480,0.3,4,5,1,1,2
9944445,3,480,0.3,4,5,2,1,2
9946224,3,480,0.3,4,2,4,1,2
10061181,3,480,0.31,4,2,2,1,2
10000601,10,480,0.3,5,2,4,1,2
10082094,10,480,0.34,5,1,4,1,2
10082557,10,480,0.3,4,2,3,1,2
10085168,10,480,0.3,3,2,2,1,2
10082306,10,480,0.32,4,2,4,1,2
10082404,10,480,0.3,3,2,3,1,2
10083549,10,480,0.3,4,6,1,1,2
10082135,10,480,0.25,5,6,2,1,2
10083301,3,480,0.4,2,1,3,1,2
10086181,10,480,0.3,4,3,1,1,2
10083500,10,480,0.31,5,2,2,1,2
10082481,10,480,0.3,5,2,1,1,2
10082586,10,480,0.3,4,2,1,1,2
10082444,10,480,0.3,3,2,2,1,2
10088164,10,480,0.3,3,2,2,1,2
10088377,3,480,0.3,4,4,2,1,2
9946601,3,480,0.35,4,1,5,1,2
9829247,8,480,0.25,2,6,3,1,2
9828461,8,480,0.31,2,4,2,1,2
9927036,8,480,0.3,4,2,2,1,2
9562426,10,480,0.31,5,1,4,1,2
9944614,3,480,0.31,4,2,3,1,2
9944339,3,480,0.3,5,3,2,1,2
10000605,10,480,0.3,5,2,4,1,2
10073388,7,480,0.3,3,2,3,1,2
10082569,10,480,0.32,5,1,3,1,2
10082165,10,480,0.3,4,4,1,1,2
10081979,10,480,0.3,5,1,4,1,2
10084296,10,480,0.3,3,4,1,1,2
10085365,10,480,0.31,5,4,1,1,2
10085195,10,480,0.31,3,4,1,1,2
10086140,10,480,0.3,5,3,1,1,2
9943712,3,480,0.31,5,6,1,1,2
10082459,10,480,0.3,5,3,1,1,2
10017903,10,480,0.3,4,1,2,1,2
9927109,7,480,0.3,3,5,2,1,2
9927766,7,480,0.3,4,5,2,1,2
9925859,10,480,0.3,5,1,2,1,2
10001796,3,480,0.3,4,5,2,1,2
9928201,7,480,0.36,4,2,2,1,2
10001840,10,480,0.31,4,1,2,1,2
9997765,3,480,0.3,4,5,2,1,2
9944806,7,480,0.3,4,5,2,1,2
10028040,3,480,0.31,4,2,5,1,2
10061123,10,480,0.32,4,1,3,1,2
9947279,3,480,0.31,4,4,2,1,2
9964789,5,480,0.3,4,6,2,1,2
10085382,10,480,0.3,4,6,1,1,2
10084215,10,480,0.3,5,2,1,1,2
10084455,10,480,0.3,5,4,1,1,2
10084490,10,480,0.25,5,5,2,1,2
10082893,10,480,0.33,5,3,2,1,2
10086434,10,480,0.3,5,2,6,1,2
10082221,10,480,0.31,5,1,1,1,2
10081918,10,480,0.25,5,5,2,1,2
9967844,3,480,0.3,3,7,1,1,2
10079111,10,480,0.3,4,1,2,1,2
10091822,10,480,0.3,4,5,1,1,2
9877873,8,490,0.3,3,4,3,1,2
9877446,8,490,0.31,4,4,2,1,2
9830676,8,490,0.3,3,5,2,1,2
9830574,8,490,0.3,3,6,1,1,2
9830140,8,490,0.3,2,5,2,1,2
9828417,8,490,0.26,4,4,5,1,2
9837657,10,490,0.31,5,2,4,1,2
10061633,10,490,0.3,5,1,2,1,2
9981801,3,490,0.33,4,3,2,1,2
10068604,8,490,0.31,3,3,4,1,2
10073503,10,490,0.3,3,2,3,1,2
9900138,10,490,0.31,5,1,3,1,2
9946932,3,490,0.3,4,5,2,1,2
9964295,7,490,0.3,4,5,1,1,2
10089142,8,490,0.3,1,1,4,1,2
10082534,10,490,0.3,4,6,1,1,2
10083461,10,490,0.31,5,1,4,1,2
10083579,10,490,0.33,3,4,1,1,2
10083533,10,490,0.31,5,4,1,1,2
10085926,10,490,0.34,4,5,1,1,2
10082270,10,490,0.32,5,1,3,1,2
10086646,10,490,0.3,3,3,2,1,2
10087303,10,490,0.32,3,3,1,1,2
10083842,10,490,0.34,3,1,4,1,2
9968008,7,490,0.3,3,4,2,1,2
9946382,3,490,0.3,3,6,2,1,2
10049259,4,490,0.3,3,4,1,1,2
9878725,8,490,0.31,4,4,2,1,2
9878258,8,490,0.3,4,3,4,1,2
9829612,8,490,0.31,2,2,3,1,2
9828810,8,490,0.26,3,5,3,1,2
9946076,5,490,0.3,3,5,2,1,2
9946051,3,490,0.3,4,5,2,1,2
9928045,7,490,0.3,4,3,2,1,2
10073600,10,490,0.3,4,1,5,1,2
10072882,7,490,0.3,3,5,2,1,2
10084276,10,490,0.34,5,1,5,1,2
10081977,10,490,0.32,5,2,1,1,2
10086510,10,490,0.31,5,4,2,1,2
10085951,10,490,0.34,5,4,1,1,2
10082657,10,490,0.27,5,5,2,1,2
10083949,10,490,0.3,5,5,2,1,2
9923448,10,490,0.3,4,2,2,1,2
10022694,7,490,0.3,4,5,2,1,2
10048814,3,490,0.3,4,5,3,1,2
9946120,3,490,0.34,4,4,2,1,2
10078955,7,490,0.3,4,5,1,1,2
9927347,8,490,0.3,4,5,2,1,2
10067482,10,490,0.25,5,5,3,1,2
9969714,7,490,0.3,3,3,2,1,2
9967945,8,490,0.3,4,2,2,1,2
10091285,3,490,0.31,4,2,6,1,2
9977276,3,490,0.3,3,6,2,1,2
9878551,8,490,0.3,4,4,3,1,2
9878482,8,490,0.27,4,5,3,1,2
9878264,8,490,0.3,4,4,3,1,2
9878134,8,490,0.31,4,4,2,1,2
9877444,8,490,0.31,3,4,2,1,2
9830421,8,490,0.3,2,6,1,1,2
9830408,8,490,0.3,3,6,1,1,2
9830015,8,490,0.31,3,4,3,1,2
9828428,8,490,0.3,2,5,2,1,2
9925017,7,490,0.3,4,6,2,1,2
10060930,10,490,0.29,3,1,3,1,2
9946478,3,490,0.3,4,5,2,1,2
9936116,7,490,0.33,4,4,1,1,2
9951735,7,490,0.3,4,3,2,1,2
10028079,10,490,0.3,5,1,2,1,2
10086519,10,490,0.3,3,4,1,1,2
10085121,10,490,0.34,3,1,4,1,2
10082145,10,490,0.32,5,2,3,1,2
10086323,10,490,0.35,5,1,4,1,2
10084851,10,490,0.32,5,2,4,1,2
10081966,10,490,0.3,5,3,1,1,2
10086011,10,490,0.26,5,6,2,1,2
10082809,10,490,0.32,5,1,3,1,2
10083384,10,490,0.3,5,2,1,1,2
10082597,10,490,0.31,5,2,2,1,2
10080384,10,490,0.26,4,4,4,1,2
9971958,7,490,0.31,4,4,2,1,2
9968686,3,490,0.3,3,6,2,1,2
10017546,3,490,0.3,4,6,2,1,2
9926023,5,490,0.3,3,6,2,1,2
9876397,4,490,0.3,3,3,1,1,2
10091269,3,490,0.31,4,4,2,1,2
9878756,8,490,0.31,3,4,2,1,2
9878576,8,490,0.3,4,4,3,1,2
9878454,8,490,0.31,4,4,2,1,2
9878302,8,490,0.3,4,4,3,1,2
9877974,8,490,0.3,4,4,3,1,2
9877501,8,490,0.27,4,5,3,1,2
9877450,8,490,0.3,3,5,2,1,2
9830393,8,490,0.3,4,4,3,1,2
9830130,8,490,0.3,2,5,2,1,2
9829949,8,490,0.3,3,5,2,1,2
9828205,8,490,0.25,4,7,4,1,2
9946617,3,490,0.3,4,5,2,1,2
10069616,7,490,0.3,4,2,5,1,2
10073193,3,490,0.3,3,5,2,1,2
10083625,10,490,0.3,4,2,4,1,2
10086547,10,490,0.3,5,1,5,1,2
10085107,10,490,0.34,5,2,2,1,2
10086228,10,490,0.3,5,1,4,1,2
10081990,10,490,0.3,5,1,4,1,2
10021679,7,490,0.3,4,6,2,1,2
10017428,7,490,0.33,4,3,2,1,2
10003738,3,490,0.3,4,2,1,1,2
9905511,5,490,0.3,3,6,1,1,2
9878855,8,490,0.3,4,4,3,1,2
9878796,8,490,0.31,4,4,2,1,2
9877899,8,490,0.3,3,5,2,1,2
10053269,8,490,0.31,4,4,2,1,2
9991034,3,490,0.3,4,2,5,1,2
10067456,10,490,0.25,4,5,3,1,2
9405188,10,490,0.27,5,2,5,1,2
9964047,5,490,0.34,4,2,3,1,2
9928082,5,490,0.35,4,4,1,1,2
10085518,10,490,0.3,5,2,2,1,2
10086246,10,490,0.3,3,5,1,1,2
10086430,10,490,0.31,5,2,5,1,2
10085510,10,490,0.3,5,3,2,1,2
10085443,10,490,0.33,5,1,4,1,2
10085741,10,490,0.3,3,2,3,1,2
10086747,10,490,0.31,5,4,1,1,2
10086126,10,490,0.33,5,2,1,1,2
10085997,10,490,0.31,3,4,1,1,2
10082521,10,490,0.31,5,2,2,1,2
10082054,10,490,0.3,3,2,3,1,2
10088229,10,490,0.3,3,2,2,1,2
10022500,3,490,0.31,3,5,2,1,2
10091099,8,490,0.3,4,3,3,1,2
9878289,8,500,0.3,4,6,1,1,2
9878231,8,500,0.32,4,2,5,1,2
9877881,8,500,0.3,4,4,4,1,2
9877513,8,500,0.3,4,5,2,1,2
9877531,8,500,0.3,4,6,1,1,2
9830322,8,500,0.3,4,5,2,1,2
9830116,8,500,0.3,4,6,1,1,2
9828382,8,500,0.3,3,6,1,1,2
9828365,8,500,0.3,2,6,2,1,2
9828311,8,500,0.3,4,5,2,1,2
9376800,10,500,0.3,3,1,4,1,2
9921801,5,500,0.3,4,5,2,1,2
10027825,10,500,0.3,3,3,1,1,2
10065659,7,500,0.3,4,5,1,1,2
9927177,7,500,0.3,4,6,2,1,2
10069746,7,500,0.3,4,1,6,1,2
10084911,10,500,0.34,5,5,1,1,2
10086438,10,500,0.33,5,6,1,1,2
10085936,10,500,0.3,5,2,3,1,2
10086639,10,500,0.3,3,5,1,1,2
10085911,10,500,0.34,5,5,1,1,2
10085068,10,500,0.34,5,5,1,1,2
9968961,3,500,0.4,4,3,1,1,2
10016536,3,500,0.34,4,5,1,1,2
10089859,10,500,0.3,4,1,3,1,2
10087346,10,500,0.3,2,4,2,1,2
9878800,8,500,0.3,4,5,2,1,2
9878710,8,500,0.3,4,5,2,1,2
9877943,8,500,0.3,4,5,2,1,2
9877600,8,500,0.3,4,4,4,1,2
9877506,8,500,0.3,4,5,2,1,2
9877498,8,500,0.3,4,5,2,1,2
9828722,8,500,0.31,4,6,1,1,2
9828127,8,500,0.3,3,5,2,1,2
9453924,10,500,0.29,3,1,3,1,2
10039547,10,500,0.3,2,5,1,1,2
9982505,7,500,0.3,4,5,2,1,2
10061029,5,500,0.3,4,3,2,1,2
10060976,7,500,0.3,3,4,2,1,2
10082378,10,500,0.3,5,2,6,1,2
10084141,10,500,0.3,3,6,2,1,2
10087212,10,500,0.3,3,5,1,1,2
10086367,10,500,0.32,5,3,2,1,2
10086117,10,500,0.3,4,5,1,1,2
9945173,3,500,0.35,4,2,5,1,2
10089897,10,500,0.34,4,5,1,1,2
9946462,3,500,0.3,4,5,2,1,2
9813630,4,500,0.31,3,4,1,1,2
10087929,5,500,0.33,4,3,2,1,2
10091755,10,500,0.3,3,2,2,1,2
9878587,8,500,0.3,4,5,2,1,2
9878578,8,500,0.3,4,5,2,1,2
9878412,8,500,0.27,3,6,3,1,2
9878282,8,500,0.3,4,6,1,1,2
